text,gap_number,word,count_answers,local_global,semantics
2,11,изучать,1,local,глаголы интеллектуальной деятельности
2,11,отстаивать,1,local,глаголы деятельности
2,11,низкое,1,local,оценка
2,11,в неловкое,1,local,эмоциональная характеристика
2,12,соблазнял,5,global,глаголы приведения в эмоциональное состояние
2,12,опасный,8,local,-
2,12,заманчивый,3,local,приведения в эмоциональное состояние
2,12,привлекал,2,local,глаголы приведения в эмоциональное состояние
2,12,смелый,2,local,оценка
2,12,простой,2,local,степень сложности
2,12,трудных,1,local,степень сложности
2,12,очевидным,1,local,оценка
2,12,план,1,local,идея
2,12,бесшабашный,1,local,нормативная оценка
2,12,волновал,1,local,глаголы приведения в эмоциональное состояние
2,12,сложным,1,local,степень сложности
2,12,радикальный,1,local,нормативная оценка
2,12,бежать,1,local,глаголы движения
2,12,буйный,1,local,нормативная оценка
2,12,простой и очевидный,1,local,степень сложности
2,12,просто,1,local,степень сложности
2,12,идеей,1,local,идея
2,12,глупый,1,local,интеллектуальная оценка
2,12,соблазнительный,1,local,приведения в эмоциональное состояние
2,12,сложно,1,local,степень сложности
2,12,неподходящий,1,local,нормативная оценка
2,12,легкий,1,local,степень сложности
2,12,манил,1,local,глаголы приведения в эмоциональное состояние
2,12,мужчина,1,local,человек
2,12,нравился,1,local,глаголы приведения в эмоциональное состояние
2,12,агрессивный,1,local,эмоциональная оценка
2,12,невежественный,1,local,нормативная оценка
2,12,дерзкий,1,local,нормативная оценка
2,12,сложный,1,local,степень сложности
2,12,сильно,1,local,оценка
2,12,трудный,1,local,степень сложности
2,13,замысловатые,5,global,нормативная оценка
2,13,странные,7,global,нормативная оценка
2,13,непонятные,4,global,нормативная оценка
2,13,схватить,3,local,глаголы действия над объектом
2,13,другие,3,local,характеристика вида
2,13,блестящие,2,global,характеристика вида
2,13,разбросать,2,local,глаголы действия над объектом
2,13,разбить,2,local,глаголы действия над объектом
2,13,необычные,2,global,нормативная оценка
2,13,разнести,1,local,глаголы действия над объектом
2,13,разломать,1,local,глаголы действия над объектом
2,13,бросить,1,local,глаголы действия над объектом
2,13,приборы на эти заковыричтые,1,global,-
2,13,перебрать,1,local,глаголы действия над объектом
2,13,диковинные,1,global,нормативная оценка
2,13,чертовы,1,local,нормативная оценка
2,13,все эти,1,local,характеристика вида
2,13,устройства,1,global,приборы
2,13,крушить,1,local,глаголы действия над объектом
2,13,сломал,1,local,глаголы действия над объектом
2,13,бесполезные,1,local,нормативная оценка
2,13,прочие,1,local,характеристика вида
2,13,дивные,1,global,нормативная оценка
2,13,раскидать,1,local,глаголы действия над объектом
2,13,взять,1,local,глаголы действия над объектом
2,13,остальные,1,local,характеристика вида
2,14,задержан,6,global,глаголы удержания
2,14,пришел,7,local,глаголы однонаправленного движения
2,14,здесь,4,local,место в пространстве
2,14,согласился,2,local,глаголы выражения оценки
2,14,делал,2,local,глаголы деятельности
2,14,тратит время,2,local,глаголы поведения
2,14,пропадает,2,local,глаголы бытия
2,14,страдает,2,local,глаголы эмоционального состояния
2,14,приехал,2,local,глаголы однонаправленного движения
2,14,наказан,1,global,глаголы физического воздействия на объект
2,14,действовал,1,local,глаголы деятельности
2,14,приведен сюда,1,global,глаголы физического воздействия на объект
2,14,находится здесь,1,local,глаголы бытия
2,14,сделал бы,1,local,глаголы деятельности
2,14,поддавался,1,local,глаголы поведения
2,14,находится тут,1,local,глаголы бытия
2,14,схвачен,1,global,глаголы физического воздействия на объект
2,14,волновался,1,local,глаголы эмоционального состояния
2,14,терял время,1,local,глаголы поведения
2,14,прибыл,1,local,глаголы однонаправленного движения
2,14,тут,1,local,место в пространстве
2,14,арестован,1,global,глаголы физического воздействия на объект
2,14,мучился,1,local,глаголы эмоционального состояния
2,14,потратил время,1,local,глаголы поведения
2,14,стоял,1,local,глаголы бытия
2,15,сегодняшний,6,global,время
2,15,нынешний,11,global,время
2,15,новый,8,global,время
2,15,этот,6,local,время
2,15,теперешний,5,global,время
2,15,сопротивляться,1,local,глаголы физического воздействия на объект
2,15,тот,1,local,-
2,15,старый,1,local,время
2,15,разозлившийся,1,local,эмоциональная характеристика
2,15,ведь,1,local,-
2,15,первый,1,local,порядковое прилагательное
2,15,брат,1,local,человек
2,15,зря,1,local,бесполезность
2,15,наш,1,local,принадлежность
2,15,второй,1,local,порядковое прилагательное
2,15,настоящий,1,local,прилагательное оценки реальности
2,16,вчерашнего,8,global,время
2,16,прежнего,11,global,время
2,16,старого,6,global,время
2,16,прошлого,5,global,время
2,16,предыдущего,3,global,время
2,16,того,2,local,время
2,16,прежднего,2,global,время
2,16,обычного,1,local,нормативная оценка
2,16,нового,1,local,время
2,16,спокойного,1,local,характер
2,16,обыкновенного,1,local,нормативная оценка
2,16,настоящего,1,local,время
2,16,потому,1,local,-
2,16,за пару часов до случившегося,1,global,время
2,16,урганта,1,local,имя
2,16,николаевича,1,dep,имя
2,17,сомнительным,7,local,прилагательные оценки
2,17,опасным,5,global,прилагательные оценки
2,17,глупым,3,global,интеллектуальная оценка
2,17,неразумным,3,global,прилагательные оценки
2,17,неверным,3,global,прилагательные оценки
2,17,неправильным,2,global,прилагательные оценки
2,17,неприемлимым,2,global,прилагательные оценки
2,17,путь,1,local,"пространство, имеющее направление"
2,17,неприемлемым,1,global,прилагательные оценки
2,17,слишком простым,1,local,прилагательные оценки
2,17,муторным,1,local,прилагательные оценки
2,17,интересным,1,local,эмотивная характеристика
2,17,излишним,1,local,прилагательные оценки
2,17,слишом опрометчивым,1,global,прилагательные оценки
2,17,ужасным,1,local,эмотивная характеристика
2,17,трудным,1,local,прилагательные оценки
2,17,плохим,1,local,прилагательные оценки
2,17,диким,1,local,прилагательные оценки
2,17,ненадежным,1,local,прилагательные оценки
2,17,рисковым,1,local,прилагательные оценки
2,17,знаком,1,local,знак
2,17,неудачным,1,local,прилагательные оценки
2,17,пугающим,1,local,глаголы вызывающие эмотивное состояние
2,17,не совсем верным,1,local,прилагательные оценки
2,17,не правильным,1,local,прилагательные оценки
2,17,добрее,1,local,эмотивная характеристика
2,17,легким,1,local,прилагательные оценки
2,17,лучше,1,local,прилагательные оценки
2,17,неуместным,1,local,прилагательные оценки
2,18,сумасшедший,9,global,больной человек
2,18,человек,9,local,человек
2,18,пациент,4,global,больной человек
2,18,псих,4,global,больной человек
2,18,шизофреник,2,global,больной человек
2,18,психопат,2,global,больной человек
2,18,нрав,1,local,характер
2,18,психбоьной,1,global,больной человек
2,18,ушлепок,1,local,больной человек
2,18,товарищ,1,local,человек
2,18,дурак,1,local,интеллектуальная оценка человека
2,18,человеком,1,local,человек
2,18,бык,1,local,животное
2,18,мститель,1,local,человек
2,18,глупец,1,local,интеллектуальная оценка человека
2,18,нарушитель,1,local,человек
2,18,сумашедший,1,global,больной человек
2,18,и сумасшедший,1,global,больной человек
2,18,больной,1,global,больной человек
2,18,индивид,1,local,человек
2,18,такой,1,local,-
2,19,повествование,2,local,речь
2,19,рассказывать,12,local,глаголы речевого действия
2,19,говорить,7,local,глаголы речевого действия
2,19,разговор,6,local,речь
2,19,распрашивать,2,local,глаголы речевого действия
2,19,расспрашивать,2,local,глаголы речевого действия
2,19,разговоры,2,local,речь
2,19,спрашивать,2,local,глаголы речевого действия
2,19,писать,2,local,глаголы речевого действия
2,19,говорит,1,local,глаголы речевого действия
2,19,выспрашивать,1,local,глаголы речевого действия
2,19,кричатт,1,local,глаголы речевого действия
2,19,бежать,1,local,глаголы движения
2,19,информацию,1,local,информация
2,19,подробно рассказывать,1,local,глаголы речевого действия
2,19,рассуждения,1,local,речь
2,19,рассказ,1,local,речь
2,19,диалог,1,local,речь
2,19,рассуждение,1,local,речь
2,20,вчерашний,5,global,время
2,20,предыдущий,8,local,время
2,20,прошлый,7,local,время
2,20,прежний,7,local,время
2,20,этот,3,local,-
2,20,его,3,local,принадлежность
2,20,текущий,1,local,время
2,20,многочисленный,1,local,число
2,20,подобный,1,local,схожесть
2,20,нельзя,1,local,запрет
2,20,не стал,1,local,глаголы бытия
2,20,печальный прежний,1,local,-
2,20,данный,1,local,-
2,20,жизненный,1,local,жизнь
2,20,сегодняшний,1,local,время
2,20,первый,1,local,порядковое число
2,20,многолетний,1,local,время
2,20,плачевный,1,local,эмотивная характеристика
2,21,извращенно,3,local,нормативная оценка
2,21,неправильно,15,local,нормативная оценка
2,21,иначе,5,local,отличие
2,21,не так,5,local,отличие
2,21,странно,2,local,нормативная оценка
2,21,по другому,2,local,отличие
2,21,превратно,2,local,нормативная оценка
2,21,с опаской,1,local,эмотивная оценка
2,21,искажённо,1,local,нормативная оценка
2,21,по-иному,1,local,отличие
2,21,по-своему,1,local,принадлежность
2,21,не правильно,1,local,нормативная оценка
2,21,ивращённо,1,local,нормативная оценка
2,21,на так,1,local,нормативная оценка
2,21,частично,1,local,часть
2,22,замкнуться,6,local,глаголы состояния
2,22,остаться,11,local,глаголы состояния
2,22,сидеть,6,local,глаголы состояния
2,22,оставаться,4,local,глаголы состояния
2,22,стоять,3,local,глаголы состояния
2,22,пребывать,3,local,глаголы состояния
2,22,молчать,2,local,глаголы речевой деятельности
2,22,побыть,1,local,глаголы состояния
2,22,остался стоять,1,local,глаголы состояния
2,22,отвернувшись,1,local,глаголы изменения состояния
2,22,находиться,1,local,глаголы состояния
2,22,быть,1,local,глаголы состояния
2,22,остатсья,1,local,глаголы состояния
2,22,путь,1,local,"пространство, имеющее направление"
2,22,мудрый,1,local,интеллектуальная характеристика
2,22,пребывание,1,local,состояния
2,22,умереть,1,local,глаголы бытия
2,22,верный,1,local,характер
2,23,осуществить,9,local,глаголы деятельности
2,23,сделать,13,local,глаголы деятельности
2,23,избежать,6,local,глаголы взаимоотношений
2,23,ему,4,local,принадлежность
2,23,достичь,3,local,глаголы деятельности
2,23,добиться,2,local,глаголы деятельности
2,23,совершить,2,local,глаголы деятельности
2,23,выпонить,1,local,глаголы деятельности
2,23,исполнить,1,local,глаголы деятельности
2,23,молчать,1,global,глаголы речевой деятельности
2,23,молчания,1,global,речевая деятельность
2,23,придерживаться,1,local,глаголы деятельности
2,23,обойти,1,local,глаголы движения
2,23,отвергнуть,1,local,глаголы взаимоотношений
2,23,выполнить,1,local,глаголы деятельности
2,24,вопросов,43,local,речь
2,24,заковыристых вопросов,1,local,речь
2,24,сомнений,1,local,сомнение
2,24,фурье,1,dep,математика
2,25,выспросили,6,local,глаголы речевой деятельности
2,25,спросили,6,local,глаголы речевой деятельности
2,25,спрашивали,4,local,глаголы речевой деятельности
2,25,расспрашивали,3,local,глаголы речевой деятельности
2,25,выпросили,3,local,глаголы речевой деятельности
2,25,узнали,2,local,глаголы интеллектуальной деятельности
2,25,было,2,local,глаголы бытия
2,25,расспросили,2,local,глаголы речевой деятельности
2,25,николаевича,2,dep,имя
2,25,распросили,1,local,глаголы речевой деятельности
2,25,сложилось,1,local,глаголы деятельности
2,25,исчезли,1,dep,глаголы бытия
2,25,выпытывали,1,local,глаголы речевой деятельности
2,25,рассказал,1,local,глаголы речевой деятельности
2,25,выпытали,1,local,глаголы речевой деятельности
2,25,выспрашивали,1,local,глаголы речевой деятельности
2,25,пронеслось,1,local,глаголы движения
2,25,вызнали,1,local,глаголы речевой деятельности
2,25,началось,1,local,глаголы начала деятельности
2,25,узнавали,1,local,глаголы речевой деятельности
2,25,выясняли,1,local,глаголы речевой деятельности
2,25,вспомнилось,1,local,глаголы мыслительной деятельности
2,26,жизни,43,local,жизнь
2,26,истории,1,local,речь
2,26,жены,1,local,человек
2,26,работы,1,local,деятельность
2,27,страницу,21,local,бумага
2,27,тетрадь,12,local,бумага
2,27,книгу,4,local,бумага
2,27,бумагу,2,local,бумага
2,27,обьяснительную,1,local,произведение
2,27,страницу эскулапы,1,local,бумага
2,27,картотеку,1,local,хранение
2,27,роту,1,local,наименование групп лиц
2,27,историю,1,local,произведение
2,27,доску,1,local,предмет мебели
2,27,повесть,1,local,бумага
2,27,страницуу,1,local,бумага
2,28,родственниках,7,local,семья
2,28,здоровье,10,local,здоровье
2,28,жизни,7,local,жизнь
2,28,семье,4,local,семья
2,28,болезнях,4,global,здоровье
2,28,тоящем,1,local,-
2,28,детстве,1,local,жизнь
2,28,похождениях,1,local,жизнь
2,28,личной жизни,1,local,жизнь
2,28,болезни,1,global,здоровье
2,28,личном,1,local,жизнь
2,28,семте и предках,1,local,семья
2,28,юности,1,local,жизнь
2,28,состоянии,1,local,здоровье
2,28,личности,1,local,человек
2,28,настоящем,1,local,жизнь
2,28,произведении,1,local,произведение
2,28,самочувствии,1,local,здоровье
2,28,здоровьи,1,global,здоровье
2,29,умер,8,local,глаголы бытия
2,29,он,4,local,человек
2,29,лечил,4,local,глаголы воздействия на объект
2,29,родители,2,local,семья
2,29,болел,2,local,глаголы качественного состояния
2,29,виноват,2,local,вина
2,29,почему,2,local,вопрос
2,29,кого,2,local,вопрос
2,29,был,1,local,глаголы бытия
2,29,такой,1,local,-
2,29,родил,1,local,глаголы бытия
2,29,приходил,1,local,глаголы однонаправленного движения
2,29,спрашивал,1,local,глаголы речевой деятельности
2,29,когда и чем болел кто умер,1,local,глаголы бытия
2,29,заразил,1,local,глаголы воздействия на объект
2,29,чем болел,1,local,глаголы качественного состояния
2,29,бежал,1,local,глаголы движения
2,29,это,1,local,-
2,29,что,1,local,вопросы
2,29,пришел,1,local,глаголы однонаправленного движения
2,29,бил,1,local,глаголы воздействия на объект
2,29,откуда,1,local,вопросы
2,29,спросил,1,local,глаголы речевой деятельности
2,29,зачем,1,local,вопросы
2,29,посему,1,local,вопросы
2,30,пил,7,local,глаголы физиологического действия
2,30,страдал,3,local,глаголы эмоционального состояния
2,30,болен,2,local,глаголы качественного состояния
2,30,было,2,local,глаголы бытия
2,30,лежал в больнице,1,local,глаголы качественного состояния
2,30,был,1,local,глаголы бытия
2,30,воровал,1,local,глаголы воздействия на объект
2,30,прививался,1,local,глаголы качественного состояния
2,30,болел,1,local,глаголы качественного состояния
2,30,болел ли простудой,1,local,глаголы качественного состояния
2,30,сколько времени,1,local,вопрос
2,30,курил,1,local,глаголы физиологического действия
2,30,было ли в роду сумасшедших,1,local,-
2,30,заразный,1,local,качественное состояния
2,30,умер ли,1,local,глаголы бытия
2,30,заражал,1,local,глаголы воздействия на объект
2,30,скрыться,1,local,глаголы изменения состояния
2,30,привлекался,1,local,глаголы качественного состояния
2,30,алкоголик,1,local,человек
2,30,спросив,1,local,глаголы речевой деятельности
2,30,кашляет,1,local,глаголы качественного состояния
2,30,дрался,1,local,глаголы взаимоотношений
2,30,кашлял,1,local,глаголы качественного состояния
2,30,дурак,1,global,интеллектуальная характеристика
2,30,воевал,1,local,глаголы деятельности
2,30,лечился,1,local,глаголы качественного состояния
2,30,сидел,1,local,глаголы качественного состояния
2,30,умер,1,local,глаголы бытия
2,30,хворает,1,local,глаголы качественного состояния
2,30,поняв,1,local,глаголы интеллектуальной деятельности
2,30,заразил,1,local,глаголы воздействия на объект
2,30,знает,1,local,глаголы интеллектуальной деятельности
2,31,вчерашнем,7,global,время
2,31,странном,6,local,нормативная оценка
2,31,недавнем,6,local,время
2,31,том,5,local,-
2,31,случившемся,2,local,время
2,31,старом,2,local,время
2,31,дневном,2,local,время
2,31,незначительном,1,local,нормативная оценка
2,31,прошедшем,1,local,время
2,31,злополучном,1,local,нормативная оценка
2,31,современном,1,local,время
2,31,сегодняшнем,1,local,время
2,31,настоящем,1,local,время
2,31,давешнем,1,local,время
2,31,жизни,1,local,жизнь
2,31,небольшом,1,local,характеристика по длительности
2,31,себе,1,local,человек
2,31,том самом,1,local,нормативная оценка
2,31,самом,1,local,-
2,31,событии,1,local,событие
2,31,болезни,1,local,здоровье
2,32,удивлялись,5,local,глаголы выражения эмоций
2,32,поверили,10,local,глаголы интеллектуальной деятельности
2,32,верили,6,local,глаголы интеллектуальной деятельности
2,32,удивились,4,local,глаголы выражения эмоций
2,32,обрадовались,2,local,глаголы выражения эмоций
2,32,заходило,1,local,глаголы однонаправленного движения
2,32,придавали значения,1,local,глаголы интеллектуальной деятельности
2,32,просили,1,local,глаголы речевой деятельности
2,32,не верили,1,local,глаголы интеллектуальной деятельности
2,32,имели,1,local,глаголы обладания
2,32,придали особого значения,1,local,глаголы интеллектуальной деятельности
2,32,предали значения,1,local,глаголы интеллектуальной деятельности
2,32,интересовало,1,local,глаголы выражения эмоций
2,32,имеет,1,local,глаголы обладания
2,32,придрались,1,local,глаголы речевой деятельности
2,32,сказали,1,local,глаголы речевой деятельности
2,32,приступали,1,local,глаголы начала деятельности
2,32,придали значения,1,local,глаголы интеллектуальной деятельности
2,32,уделяли внимания,1,local,глаголы интеллектуальной деятельности
2,32,перечили,1,local,глаголы речевой деятельности
2,32,верил,1,local,глаголы интеллектуальной деятельности
2,33,передала,24,local,глаголы социального взаимодействия
2,33,показала,8,local,глаголы социального взаимодействия
2,33,уступила,4,local,глаголы социального взаимодействия
2,33,спросила,2,local,глаголы речевой деятельности
2,33,подвела,1,local,глаголы социального взаимодействия
2,33,сказала,1,local,глаголы речевой деятельности
2,33,привела,1,local,глаголы социального взаимодействия
2,33,окликнув,1,local,глаголы речевой деятельности
2,33,отдала,1,local,глаголы социального взаимодействия
2,33,перенаправила,1,local,глаголы социального взаимодействия
2,33,повела,1,local,глаголы социального взаимодействия
2,33,отправила,1,local,глаголы социального взаимодействия
2,34,пульс,34,local,часть тела
2,34,нормальной,2,local,нормативная оценка
2,34,зубы,2,local,часть тела
2,34,давление,2,global,часть тела
2,34,градусы,1,local,часть тела
2,34,что-то,1,local,-
2,34,рост,1,global,часть тела
2,34,цифры,1,local,число
2,34,горячим,1,local,характеристика температуры
2,34,что,1,local,-
2,34,до 10,1,local,число
2,35,глаза,39,local,часть тела
2,35,зрачки,2,local,часть тела
2,35,горло,2,local,часть тела
2,35,рот,1,local,часть тела
2,35,газа,1,local,часть тела
2,35,ноги,1,local,часть тела
2,35,уши,1,local,часть тела
2,36,помощь,11,local,виды социального взаимодействия
2,36,смену,25,local,виды социального взаимодействия
2,36,замену,4,local,виды социального взаимодействия
2,36,место,2,local,место в пространстве
2,36,посещение,1,local,виды социального взаимодействия
2,36,миг,1,local,время
2,36,встречу,1,local,виды социального взаимодействия
2,36,третем,1,local,порядковое число
2,36,ум,1,local,интеллект
2,37,спину,9,local,часть тела
2,37,руку,15,local,часть тела
2,37,плечо,2,local,часть тела
2,37,перчатках,2,local,инструмент
2,37,ягодицу,2,local,часть тела
2,37,тупым,2,local,внешняя характеристика объекта
2,37,мыщцу,1,local,часть тела
2,37,шприце,1,local,инструмент
2,37,руки,1,local,часть тела
2,37,туловище,1,local,часть тела
2,37,палец,1,local,часть тела
2,37,теле,1,local,часть тела
2,37,ногу,1,local,часть тела
2,37,шею,1,local,часть тела
2,37,бок,1,local,часть тела
2,37,нём,1,local,-
2,37,бедро,1,local,часть тела
2,37,вену,1,local,часть тела
2,37,живот,1,local,часть тела
2,38,коже,7,local,часть тела
2,38,голой,8,local,внешний вид тела
2,38,его,5,local,принадлежность
2,38,волосатой,4,local,внешний вид тела
2,38,спине и,3,local,часть тела
2,38,открытой,2,local,внешний вид тела
2,38,всей,2,local,-
2,38,сильной,1,local,внешний вид тела
2,38,гладкой,1,local,внешний вид тела
2,38,обножонной,1,local,внешний вид тела
2,38,коленях,1,local,часть тела
2,38,груди,1,local,часть тела
2,38,кололо,1,local,-
2,38,широкой,1,local,внешний вид тела
2,38,тощей,1,local,внешний вид тела
2,38,впалой,1,local,внешний вид тела
2,38,основании,1,local,часть тела
2,38,языке,1,local,часть тела
2,38,большой,1,local,внешний вид тела
2,39,подпрыгивали,8,local,глаголы физиологического действия
2,39,дёргались,12,local,глаголы физиологического действия
2,39,вздрагивали,3,local,глаголы физиологического действия
2,39,дрожали,2,local,глаголы физиологического действия
2,39,онемели,2,local,глаголы физиологического действия
2,39,поднимались,2,local,глаголы физиологического действия
2,39,подскакивали,2,local,глаголы физиологического действия
2,39,дёрнулись,1,local,глаголы физиологического действия
2,39,забллели,1,local,глаголы качественного состояния
2,39,легонько но нервически подёргивались,1,global,глаголы физиологического действия
2,39,отекли,1,local,глаголы качественного состояния
2,39,болели,1,local,глаголы качественного состояния
2,39,ноги,1,dep,часть тела
2,39,заболели,1,local,глаголы качественного состояния
2,39,легались,1,local,глаголы физиологического действия
2,39,согибались,1,local,глаголы физиологического действия
2,39,содрогались,1,local,глаголы физиологического действия
2,39,дрыгались,1,local,глаголы физиологического действия
2,39,прыгали,1,local,глаголы физиологического действия
2,39,задрожали,1,local,глаголы физиологического действия
2,39,подкосились,1,local,глаголы физиологического действия
2,39,покраснели,1,local,глаголы качественного состояния
2,39,тряслись,1,local,глаголы физиологического действия
2,40,резиновые,6,local,материал
2,40,странные,6,local,нормативная оценка
2,40,металлические,5,local,материал
2,40,железные,4,local,материал
2,40,непонятные,4,local,нормативная оценка
2,40,тугие,2,local,внешняя характеристика предмета
2,40,кожаные,2,local,материал
2,40,холодные,1,local,характеристика температуры
2,40,провода,1,local,электроприборы
2,40,наручники,1,local,"предметы, сковывающие движения"
2,40,широкие,1,local,внешняя характеристика предмета по размеру
2,40,ремешочки датчики и,1,local,"предметы, сковывающие движения"
2,40,тяжелые,1,local,внешняя характеристика предмета
2,40,диковинные,1,global,нормативная оценка
2,40,черные,1,local,цвет
2,40,мягкие,1,local,внешняя характеристика предмета
2,40,кованные,1,local,материал
2,40,кожанные,1,local,материал
2,40,блестящие,1,local,внешняя характеристика предмета
2,40,необычные,1,local,нормативная оценка
2,40,цветные,1,local,цвет
2,40,замысловатые,1,local,нормативная оценка
2,40,огромные,1,local,внешняя характеристика предмета по размеру
2,40,узкие,1,local,внешняя характеристика предмета
3,1,молитва,4,local,речь
3,1,разговор,7,local,речь
3,1,это,6,local,-
3,1,просьба,3,local,речь
3,1,диалог,3,local,речь
3,1,опасность,1,local,опасность
3,1,действия,1,local,ситуация
3,1,ситуация,1,local,ситуация
3,1,медлить нельзя и,1,local,-
3,1,страх,1,local,эмоция
3,1,сомнение,1,local,эмоция
3,1,обвинение,1,local,речь
3,1,фраза,1,local,речь
3,1,его речь,1,local,речь
3,1,обстановка,1,local,ситуация
3,1,ссора,1,local,социальные взаимоотношения
3,1,неприязнь,1,local,эмоция
3,1,увещевание,1,local,речь
3,1,не,1,local,-
3,1,крик,1,local,речь
3,1,пиздец,1,local,ситуация
3,1,предостережение,1,local,речь
3,1,спор,1,local,социальные взаимоотношения
3,2,бога,3,local,Бог
3,2,друга,14,local,человек
3,2,его,10,local,принадлежность
3,2,человека,6,local,человек
3,2,собеседника,3,local,человек
3,2,её,1,local,принадлежность
3,2,петра,1,local,человек
3,2,друга и,1,local,человек
3,2,своего друга,1,local,человек
3,2,напарника,1,local,человек
3,2,меня,1,local,человек
3,2,господа,1,local,Бог
3,2,отца,1,local,человек
3,3,милосердии,1,local,эмоции
3,3,поддержке,20,local,Виды социального взаимодействия
3,3,помощи,9,local,Виды социального взаимодействия
3,3,понимании,4,local,Виды социального взаимодействия
3,3,сочувствии,3,local,эмоции
3,3,участии,1,local,виды социального взаимодействия
3,3,отзывчивости,1,local,виды социального взаимодействия
3,3,утешении,1,local,эмоции
3,3,ушел,1,local,глаголы однонаправленного движения
3,3,сочувствие,1,local,Эмоции
3,3,любви,1,local,Эмоции
3,3,поддержки,1,local,виды социального взаимодействия
3,3,ласке,1,local,выражение эмоций
3,3,поддержка,1,local,виды социального взаимодействия
3,4,угрозы,2,local,речь
3,4,сомнения,19,local,состояние духа
3,4,сомнений,12,local,состояние духа
3,4,страха,7,local,эмоции
3,4,угрозы,2,local,речь
3,4,или тьму,1,local,тьма
3,4,подозрений,1,local,состояние духа
3,4,дьявола,1,local,дьявол
3,4,волнения,1,local,состояние духа
3,4,подозрения,1,local,состояние духа
3,4,сонений,1,local,состояние духа
3,5,расположенной,2,local,глаголы состояния
3,5,располагавшиеся,3,local,глаголы состояния
3,5,которые,3,local,-
3,5,дома,2,local,сооружение
3,5,остановившись,2,local,глаголы изменения состояния
3,5,находившиеся,2,local,глаголы состояния
3,5,стоявшие,2,local,глаголы состояния
3,5,находящиеся,2,local,глаголы состояния
3,5,что были,2,local,глаголы состояния
3,5,стоящие,2,local,глаголы состояния
3,5,город,1,local,Место в пространстве
3,5,будучи,1,local,-
3,5,воздвигнутые,1,local,глаголы создительной деятельности
3,5,распологались,1,local,глаголы состояния
3,5,видневшиеся,1,local,глаголы созерцания
3,5,уже были близко,1,local,глаголы состояния
3,5,дорога,1,local,"пространство, имеющее направление"
3,5,находящейся,1,local,глаголы состояния
3,5,достопримечательности,1,local,сооружение
3,5,находившейся,1,local,глаголы состояния
3,5,расположенные,1,local,глаголы состояния
3,5,уже,1,local,время
3,5,которые были,1,local,глаголы состояния
3,5,селения,1,local,место в пространстве
3,5,замаячившие,1,local,глаголы созерцания
3,5,виднелись,1,local,глаголы созерцания
3,5,стоящей,1,local,глаголы состояния
3,5,когда,1,local,-
3,5,крепости,1,local,сооружение
3,5,которая,1,local,-
3,5,еще,1,local,-
3,5,идущие,1,local,глаголы движения
3,5,стены,1,local,часть сооружения
3,6,время,42,local,время
3,6,мгновение,4,local,время
3,6,полчаса,1,local,время
3,7,города,12,local,место в пространстве
3,7,дороги,6,local,"пространство, имеющее направление"
3,7,реки,4,local,природа
3,7,храма,2,local,сооружение
3,7,озера,2,local,природа
3,7,кладбища,1,local,место в пространстве
3,7,дома,1,local,сооружение
3,7,монастыря,1,local,сооружение
3,7,стен ариции,1,local,часть сооружения
3,7,старинного надгробия,1,local,сооружение
3,7,горы,1,local,природа
3,7,пригорода,1,local,место в пространстве
3,7,дворца,1,local,сооружение
3,7,деревни,1,local,место в пространстве
3,7,сада,1,local,природа
3,7,дерева,1,local,природа
3,7,гор,1,local,природа
3,7,рощи,1,local,природа
3,7,колодца,1,local,место в пространстве
3,7,город,1,local,место в пространстве
3,7,стен,1,local,часть сооружения
3,8,движение,2,local,движение
3,8,столпотворение,25,local,наименования групп лиц
3,8,оживление,6,local,движение
3,8,дерево,2,local,природа
3,8,зрелище,1,local,движение
3,8,зарево,1,local,время
3,8,волнение,1,local,движение
3,8,многолюдно,1,local,наименования групп лиц
3,8,сияние,1,local,оптические явления
3,8,молчание,1,local,тишина
3,8,свечение,1,local,оптические явления
3,8,сооружение,1,local,сооружение
3,8,собрание,1,local,наименования групп лиц
3,8,людно,1,local,наименования групп лиц
3,9,колоннами,16,local,часть сооружения
3,9,колонн,6,local,часть сооружения
3,9,ними,5,local,-
3,9,домами,3,local,сооружение
3,9,арками,2,local,часть сооружения
3,9,многочисленную,1,local,количество
3,9,пролётов,1,local,часть сооружения
3,9,стенами,1,local,часть сооружения
3,9,дверями,1,local,часть сооружения
3,9,перил,1,local,часть сооружения
3,9,охранниками,1,local,человек
3,9,деревьями,1,local,природа
3,9,членами,1,local,человек
3,9,стеной,1,local,часть сооружения
3,9,дверьми,1,local,часть сооружения
3,10,защиту,7,local,виды социального взаимодействия
3,10,сень,6,local,укрытие
3,10,покровом,3,local,укрытие
3,10,статую,3,local,предмет архитектуры
3,10,лик,2,local,Бог
3,10,покровительство,2,local,виды социального взаимодействия
3,10,ногами,1,local,часть тела
3,10,молитвы,1,local,речь
3,10,подножие,1,local,часть сооружения
3,10,сводом,1,local,укрытие
3,10,фигуры,1,local,предмет архитектуры
3,10,статуи,1,local,предмет архитектуры
3,10,своды,1,local,укрытие
3,10,опеку,1,local,виды социального взаимодействия
